iteration,mean_reward,total_reward,vessel_mean_reward,port_mean_reward,coordinator_mean_reward,lr,entropy_coeff,rollout_time,update_time,iter_time,vessel_policy_loss,vessel_value_loss,vessel_entropy,vessel_clip_frac,vessel_grad_norm,vessel_approx_kl,vessel_kl_early_stopped,vessel_explained_variance,port_policy_loss,port_value_loss,port_entropy,port_clip_frac,port_grad_norm,port_approx_kl,port_kl_early_stopped,port_explained_variance,coordinator_policy_loss,coordinator_value_loss,coordinator_entropy,coordinator_clip_frac,coordinator_grad_norm,coordinator_approx_kl,coordinator_kl_early_stopped,coordinator_explained_variance,eval,total_train_time
43,-47.64690285896549,-3049.4017829737913,-2.763851606975786,-1.434375,-44.88305125198968,0.00013499999999999997,0.01,2.7166953409996495,0.6939725180000096,3.410670792000019,-0.0012676342885242775,30.63364815711975,1.8464440982788801,0.0,84.15864300727844,5.5913813412189484e-05,False,0.5714430809020996,-0.0011863740161061286,3.4008983239531516,1.3878859639167787,0.0,49.53933171331882,1.1422345414757728e-05,False,0.501632809638977,-0.00030107004567980766,42.538238525390625,2.99471652507782,0.0,49.368722915649414,2.3120082914829254e-07,False,0.5304427146911621,,
44,-32.428033857001246,-2075.3941668480797,-2.132643785662939,-1.4125,-30.295390071338307,0.00013125,0.01,2.9302623039998252,0.4910622459997285,3.4213271170001462,-0.0012824121513403952,42.34973680973053,1.8469468913972378,0.0,161.78470730781555,2.672363189049065e-05,False,0.4596283435821533,-0.0013396551366895437,2.842702677845955,1.4162347346544266,0.0,46.27118674814701,2.2770185023546218e-05,False,0.6358959078788757,-0.00017301994375884533,29.27006459236145,2.994999974966049,0.0,137.14527535438538,1.341104507446289e-07,False,0.5372870564460754,,
45,-41.96441393752817,-2685.722492001803,-2.717654316945659,-1.4125,-39.24675962058251,0.0001275,0.01,3.5341536529999757,0.5471561340000335,4.08131253800002,-0.0012040185101795942,50.812360882759094,1.8467832691967487,0.0,71.52426816523075,6.330703035928309e-05,False,0.10458219051361084,-0.0006049059564247727,2.4592241175472735,1.4343262761831284,0.0,61.21617765426636,2.1216506138443946e-05,False,0.6024643778800964,-0.0005106544122099876,3.8789092898368835,2.994963824748993,0.0,22.376949667930603,6.33997842669487e-07,False,0.7720233798027039,,
46,-29.305267510778776,-1875.5371206898417,-1.9595435846144156,-1.40625,-27.345723926164357,0.00012374999999999997,0.01,3.360929300999942,0.5151027329998215,3.8760349670001233,-0.001176764431875199,43.422844648361206,1.8458788767457008,0.0,132.38725391030312,6.646901601925492e-05,False,0.5403165817260742,-0.0006530019687488675,3.6736324816942214,1.415490409731865,0.0,51.9260030567646,9.756302461028099e-06,False,0.6013882160186768,-6.172759458422661e-05,44.2438325881958,2.9949777126312256,0.0,133.37274265289307,1.4295801520347595e-07,False,0.5232129096984863,,
47,-36.92101526213422,-2362.94497677659,-2.259397351090172,-1.4375,-34.66161791104404,0.00011999999999999999,0.01,2.6645993850002014,0.5606123500001559,3.225214118000167,-0.0010029089753516018,36.69727382063866,1.8457819651812315,0.00048828125,126.65428661927581,0.00013177533401176333,False,0.5917885303497314,-0.003140336903743446,3.331333892047405,1.3958389580249786,0.0,47.80802181363106,4.701586440205574e-05,False,0.6067345142364502,-9.286310523748398e-05,51.13527536392212,2.994859516620636,0.0,125.2312741279602,8.079223334789276e-08,False,0.5490684509277344,,
48,-49.628672347196684,-3176.2350302205878,-2.940077406069882,-1.41875,-46.68859494112678,0.00011624999999999998,0.01,2.6961412649998238,0.5939807639997525,3.290124687000116,-0.0006549729005200788,44.50431826710701,1.848741700872779,0.00048828125,101.47934816870838,0.00034255898208357394,False,0.33366942405700684,-0.0014389140997081995,2.273161743581295,1.401585078239441,0.0,60.98566002249718,4.646703600883484e-05,False,0.6438523530960083,-0.0004819221794605255,34.31352090835571,2.9947214126586914,0.0,42.51226329803467,4.384201020002365e-07,False,0.7203454971313477,,
49,-49.98700103960567,-3199.168066534763,-2.9073359806042327,-1.4125,-47.07966505900144,0.0001125,0.01,2.812891663999835,0.5841436989999238,3.3970382950001294,-0.0016286702593788505,33.08399748802185,1.8517927341163158,0.0,121.74387806653976,5.837299977429211e-05,False,0.6774565577507019,-0.0009417912922799587,2.4405721366405486,1.3884862661361694,0.0,52.17261301875114,7.905857637524605e-06,False,0.6451224088668823,-0.000188939506188035,50.7238712310791,2.9947454631328583,0.0,65.1233458518982,1.2852251529693604e-07,False,0.6563620567321777,"{'mean_vessel_reward': -3.466880470814751, 'mean_port_reward': -1.4130434782608696, 'mean_coordinator_reward': -60.737180899003995, 'total_reward': -4527.580234517493, 'avg_speed': 8.0, 'avg_fuel_remaining': 27.32004945345595, 'total_fuel_used': 581.4396043723524, 'total_emissions_co2': 1810.6029280155053, 'avg_delay_hours': 8.0, 'on_time_rate': 0.0, 'avg_queue': 0.0, 'dock_utilization': 0.0, 'total_wait_hours': 23.0, 'total_vessels_served': 12, 'avg_wait_per_vessel': 1.9166666666666667, 'fuel_cost_usd': 348863.7626234114, 'delay_cost_usd': 320000.0, 'carbon_cost_usd': 162954.26352139548, 'total_ops_cost_usd': 831818.0261448069, 'price_per_vessel_usd': 103977.25326810086, 'cost_reliability': 0.8960227467318991}",
50,-47.07842647904178,-3013.019294658674,-2.6332381134776432,-1.421875,-44.44518836556414,0.00010875,0.01,3.1268771069999275,0.5637490369999796,3.69062926100014,-0.0003720282984431833,38.08315771818161,1.8516233135014772,0.0,181.00393158197403,4.097528290003538e-06,False,0.5184342861175537,-0.0008679503109306097,2.5740861244499684,1.3720162093639374,0.0,63.46651468276978,7.611513137817383e-06,False,0.5870314836502075,-0.00029137544333934784,37.879037380218506,2.9948269724845886,0.0,78.9146318435669,1.4691613614559174e-07,False,0.6825423240661621,,
51,-48.07521772700545,-3076.813934528349,-2.8724380569478374,-1.40625,-45.20277967005762,0.00010499999999999999,0.01,3.7702581650000866,0.7571936929998628,4.527454792000299,-0.0014437604259001091,36.296585112810135,1.8513550069183111,0.0,110.36701649427414,5.7112250942736864e-05,False,0.46573007106781006,-0.001133617851883173,2.766708439588547,1.4022864252328873,0.0,56.2840675085783,1.7748866230249406e-05,False,0.532949686050415,-0.00012861471623182297,29.492818355560303,2.9948660135269165,0.0,61.20177507400513,4.0745362639427185e-08,False,0.7008509039878845,,
52,-43.47620371485219,-2782.47703775054,-2.652358716727076,-1.434375,-40.823844998125104,0.00010125,0.01,3.9846989310003664,0.7370841269998891,4.72178654299978,-0.0008969064510893077,47.54941302537918,1.851370269432664,0.0,188.38102662563324,1.538745709694922e-05,False,0.26513582468032837,-0.0024989142548292875,3.2007482603192328,1.4037555694580077,0.0,55.92731915712356,3.7631625309586526e-05,False,0.45362699031829834,-0.0004942440427839756,17.742547392845154,2.9949448108673096,0.0,26.419471859931946,3.026798367500305e-07,False,0.5943881273269653,,
53,-41.097235050825375,-2630.223043252824,-2.3379088189483372,-1.4125,-38.75932623187705,9.749999999999998e-05,0.01,3.162415911000153,0.7294354199998452,3.89185408000003,-0.0018257539486512542,32.26674693822861,1.851388357579708,0.0,126.13408844172955,9.915695409290493e-05,False,0.6544014811515808,-0.0011209503747522831,2.8716943837702273,1.3764150828123092,0.0,52.675540030002594,1.4876900240778924e-05,False,0.6074392795562744,-2.1286075934767723e-05,45.74302673339844,2.994793713092804,0.0,102.22616147994995,1.150183379650116e-07,False,0.562997043132782,,
54,-45.29916820626604,-2899.1467652010265,-2.6382972831832863,-1.40625,-42.66087092308274,9.374999999999999e-05,0.01,3.0368690820000666,0.508452041000055,3.5453238739996777,-0.0006864126335131004,58.450185388326645,1.851597923785448,0.0,99.78844967484474,4.151382017880678e-05,False,0.19151437282562256,-0.000953685212880373,2.973329558968544,1.3837496519088746,0.0,39.24116447865963,4.082992672920227e-05,False,0.4685356616973877,-0.00034909090027213097,21.59532356262207,2.9948310256004333,0.0,38.01377749443054,1.7927959561347961e-07,False,0.5944339036941528,,
55,-32.46257646688698,-2077.6048938807667,-2.2335298669361,-1.409375,-30.22904659995088,9e-05,0.01,2.6970742869998503,0.5577511309998044,3.2548281689996656,-0.0007981420785654336,37.37844881415367,1.8517408575862646,0.0,152.61495155096054,1.5727884601801634e-05,False,0.5230007171630859,-0.0006640803534537554,2.4324398756027223,1.4260894894599914,0.0,67.85996055603027,1.1835433542728425e-05,False,0.664664626121521,-4.176981747150421e-05,18.255382776260376,2.9949564933776855,0.0,103.57307195663452,2.60770320892334e-08,False,0.6918950080871582,,
56,-39.23195604561909,-2510.845186919622,-2.44870907973705,-1.409375,-36.78324696588204,8.624999999999998e-05,0.01,2.4741575789998933,0.7116888349996771,3.18584907200011,-0.0002475109649822116,60.81992781162262,1.8518098536878824,0.0,220.48644697666168,2.838380169123411e-06,False,0.21053242683410645,-0.000799284316599369,2.9142347149550916,1.4059847176074982,0.0,61.93443397283554,1.3884762302041053e-05,False,0.5007463693618774,-0.00011882465332746506,8.815810441970825,2.994979292154312,0.0,71.15923154354095,2.2118911147117615e-08,False,0.780842125415802,,
57,-36.55566378525662,-2339.5624822564237,-2.5090330051957777,-1.409375,-34.04663078006085,8.25e-05,0.01,2.7732317220002187,0.5363642299998901,3.309598975999961,-0.0005311474669724703,37.738827019929886,1.8518488761037588,0.0,144.6756128370762,8.14610393717885e-06,False,0.35911381244659424,-0.0006235370412468911,2.4037367209792135,1.439327496290207,0.0,56.74673506617546,2.0478619262576103e-05,False,0.6015863418579102,-0.0002821055240929127,7.716229856014252,2.9949311912059784,0.0,40.745267033576965,1.4435499906539917e-07,False,0.7680206298828125,,
58,-46.383254831969346,-2968.528309246038,-2.8378158877338433,-1.428125,-43.5454389442355,7.874999999999998e-05,0.01,3.427427878000344,0.8133893350000108,4.240819964000366,-0.000669706700136885,57.34891617298126,1.8514339607208967,0.0,158.92984840273857,1.0249641491100192e-05,False,0.02754873037338257,-0.0008962657768279314,2.7806449811905622,1.404828667640686,0.0,42.3293431699276,4.5481650158762935e-05,False,0.5110295414924622,-0.00015841471031308174,10.990115284919739,2.994753509759903,0.0,47.54146599769592,1.4971010386943817e-07,False,0.8053095936775208,,
59,-31.02462274628948,-1985.5758557625268,-1.9610282565356034,-1.4125,-29.063594489753875,7.5e-05,0.01,2.4152717749998374,0.748479499000041,3.1637542999997095,-0.0003615424211602658,39.62398013472557,1.8510716371238232,0.0,203.38658624887466,5.055160727351904e-06,False,0.6378028988838196,-0.0006322675151750445,2.7222421914339066,1.3904089272022246,0.0,63.61620515286923,1.729130744934082e-05,False,0.6620368957519531,-8.862093091011047e-05,38.41665983200073,2.99494606256485,0.0,135.54587197303772,6.309710443019867e-08,False,0.6181762218475342,"{'mean_vessel_reward': -3.436382773153313, 'mean_port_reward': -1.4130434782608696, 'mean_coordinator_reward': -59.80977819889486, 'total_reward': -4461.485107071324, 'avg_speed': 8.0, 'avg_fuel_remaining': 28.464675118236087, 'total_fuel_used': 572.2825990541113, 'total_emissions_co2': 1782.0880134545032, 'avg_delay_hours': 9.0, 'on_time_rate': 0.0, 'avg_queue': 0.0, 'dock_utilization': 0.0, 'total_wait_hours': 23.0, 'total_vessels_served': 12, 'avg_wait_per_vessel': 1.9166666666666667, 'fuel_cost_usd': 343369.55943246675, 'delay_cost_usd': 360000.0, 'carbon_cost_usd': 160387.92121090528, 'total_ops_cost_usd': 863757.480643372, 'price_per_vessel_usd': 107969.6850804215, 'cost_reliability': 0.8920303149195785}",
60,-53.40184571366571,-3417.7181256746053,-3.0876500755224847,-1.4375,-50.314195638143204,7.125000000000001e-05,0.01,3.3265639700002794,0.6697543750001387,3.9963215530001435,-0.0020900005474686623,33.32405799627304,1.8512698505073786,0.0,68.72216844558716,0.00013518001651391387,False,0.5482040643692017,-0.0005561375059187412,3.376325137913227,1.3822967290878296,0.0,48.301704263687135,7.523270323872566e-06,False,0.40569251775741577,-0.00023476220667362213,51.632976055145264,2.9946127831935883,0.0,40.97451305389404,9.615905582904816e-08,False,0.5441936254501343,,
61,-46.59163581671678,-2981.864692269874,-2.717507766025359,-1.41875,-43.87412805069141,6.749999999999999e-05,0.01,3.3858161810003367,0.7201795439996204,4.10599856700037,-0.0011813262244686484,27.588448226451874,1.8522925600409508,0.0,100.81285174190998,4.564851406030357e-05,False,0.7366477251052856,-0.00017971533816307783,2.2134784568101167,1.3803273916244507,0.0,56.5219677567482,7.16131180524826e-06,False,0.6532779932022095,-1.4259014278650284e-05,53.33593225479126,2.994720846414566,0.0,145.60350036621094,1.979060471057892e-08,False,0.6264159679412842,,
62,-45.507250166920535,-2912.4640106829142,-2.8839652811149907,-1.4125,-42.623284885805546,6.375e-05,0.01,2.8815868480000972,0.6679671679999046,3.5495572239997273,-0.00100391311571002,50.61457258462906,1.8525121361017227,0.0,106.65167435258627,4.375496064312756e-05,False,0.11140507459640503,-0.0008053125813603402,2.3958535423502325,1.419920602440834,0.0,51.76287440359592,9.141629561781883e-06,False,0.5715748071670532,-0.00027780327945947647,8.977162063121796,2.994776278734207,0.0,24.873019576072693,9.988434612751007e-08,False,0.8307216763496399,,
63,-32.02218551268672,-2049.41987281195,-2.248242178867496,-1.41875,-29.773943333819215,5.999999999999998e-05,0.01,3.034455958000308,0.6851624369996898,3.719621145000019,0.0001134965568780899,35.525706738233566,1.8524935226887465,0.0,271.6244897246361,1.548617728985846e-05,False,0.519070029258728,-0.00039130018558353186,2.29869816750288,1.433000949025154,0.0,56.550345230102536,2.8903596103191376e-06,False,0.6793873310089111,-9.661773219704628e-05,19.446363925933838,2.9950537383556366,0.0,131.71588897705078,3.771856427192688e-08,False,0.6718906760215759,,
64,-32.16376233194222,-2058.4807892443023,-2.1525127370479784,-1.41875,-30.011249594894238,5.625e-05,0.01,3.372465660999751,0.9198245149996183,4.292292835000353,-0.0005154201935511082,44.76093861460686,1.8526271358132362,0.0,207.37346777319908,1.5966827049851418e-05,False,0.3912495970726013,-0.0009396086446940899,2.2758149079978467,1.4098617553710937,0.0,48.757501256465915,1.0452000424265862e-05,False,0.6254926919937134,-8.719600737094879e-05,25.371711015701294,2.99506276845932,0.0,109.0529682636261,6.007030606269836e-08,False,0.563132643699646,,
65,-58.0108446754369,-3712.6940592279616,-3.3164222290384258,-1.409375,-54.694422446398484,5.250000000000001e-05,0.01,3.5946335140001793,0.6534116390002964,4.248048454000127,-0.004367348534287885,41.93471682071686,1.8519265186041594,0.00732421875,47.17428778950125,0.0010289557685609907,False,0.6130737066268921,-0.000345372362062335,3.0866757832467555,1.3844430029392243,0.0,34.00546353161335,6.531644612550736e-06,False,0.44837552309036255,-4.337681457400322e-05,72.8668737411499,2.9945656955242157,0.0,222.1220874786377,2.0023435354232788e-08,False,0.6224051117897034,,
66,-44.85457063300106,-2870.692520512068,-2.7722518497779247,-1.41875,-42.08231878322313,4.874999999999999e-05,0.01,2.657351552000364,0.8358824240003742,3.49323672599985,-0.0005480334802996367,50.59874087572098,1.8504859153181314,0.0,83.57389195263386,7.759808795526624e-05,False,0.08525490760803223,-0.0019465217366814614,2.669302337244153,1.4197735220193863,0.0,32.59616052806378,2.2240960970520973e-05,False,0.5241701602935791,-0.00030056945979595184,8.990407586097717,2.994995951652527,0.0,20.68360924720764,1.1827796697616577e-07,False,0.7518761157989502,,
67,-51.46589217046525,-3293.817098909776,-3.032258088088396,-1.409375,-48.433634082376855,4.5e-05,0.01,2.8394208190002246,0.5836810379996678,3.423104606999914,-0.00027782234246842563,35.92913371324539,1.8504719100892544,0.0,116.38580864667892,3.3334072213619947e-06,False,0.4101700782775879,-0.00023592719808220863,2.9643641926348208,1.3930872559547425,0.0,48.89030609726906,3.101397305727005e-06,False,0.48580074310302734,-9.70223918557167e-05,42.019341468811035,2.994715631008148,0.0,59.90402889251709,5.3783878684043884e-08,False,0.6066917777061462,,
68,-34.43579071000345,-2203.890605440221,-2.1605002927829173,-1.415625,-32.27529041722053,4.1249999999999986e-05,0.01,3.5774255020000965,0.6341023570003017,4.211530609999954,-7.636501686647534e-05,56.26912558078766,1.8505320735275745,0.0,271.69899451732635,3.030290827155113e-07,False,0.33738112449645996,-0.00038113674381747844,2.7626616813242437,1.3918853044509887,0.0,46.93913004994393,2.0033679902553558e-06,False,0.5687496662139893,-5.287071689963341e-05,21.619080066680908,2.9950353503227234,0.0,112.70622754096985,1.3271346688270569e-08,False,0.6200690865516663,,
69,-39.4744042746802,-2526.3618735795326,-2.5583472996763805,-1.415625,-36.91605697500382,3.75e-05,0.01,2.992969849000019,0.5702188639997985,3.5631919219999872,-0.00013210144243203104,38.452619045972824,1.85061314702034,0.0,184.99146285653114,7.092312444001436e-07,False,0.42170965671539307,-5.25269191712141e-05,2.24109558314085,1.4168057322502137,0.0,57.22758158445358,1.4469027519226073e-06,False,0.6572502851486206,-0.00015869922935962677,10.913969039916992,2.994922161102295,0.0,42.00642657279968,4.260800778865814e-08,False,0.8201187252998352,"{'mean_vessel_reward': -2.74320567630565, 'mean_port_reward': -1.4130434782608696, 'mean_coordinator_reward': -43.28357269365055, 'total_reward': -3273.3477075269775, 'avg_speed': 8.0, 'avg_fuel_remaining': 48.16333941753962, 'total_fuel_used': 414.6932846596831, 'total_emissions_co2': 1291.3548884302536, 'avg_delay_hours': 18.125, 'on_time_rate': 0.0, 'avg_queue': 0.0, 'dock_utilization': 0.0, 'total_wait_hours': 23.0, 'total_vessels_served': 12, 'avg_wait_per_vessel': 1.9166666666666667, 'fuel_cost_usd': 248815.97079580987, 'delay_cost_usd': 725000.0, 'carbon_cost_usd': 116221.93995872283, 'total_ops_cost_usd': 1090037.9107545328, 'price_per_vessel_usd': 136254.7388443166, 'cost_reliability': 0.8637452611556834}",
70,-28.07973192084777,-1797.1028429342573,-1.988271779457787,-1.4125,-26.09146014138998,3.375000000000001e-05,0.01,3.056538179999734,0.851059659999919,3.907601140999759,-0.00019564706599339843,52.11773729324341,1.8507292475551367,0.0,146.25914353132248,1.2754462659358978e-06,False,0.34842103719711304,-0.0001070515252649784,2.5881271310150624,1.4278097182512284,0.0,60.57678924798965,5.818903446197509e-07,False,0.5741013288497925,-1.5466008335351944e-05,36.96292066574097,2.995049327611923,0.0,269.2035641670227,6.28642737865448e-09,False,0.4878527522087097,,
71,-35.35491910311249,-2262.7148225991996,-2.3923145779107786,-1.409375,-32.96260452520172,2.999999999999999e-05,0.01,3.3319359520000944,0.696876821999922,4.028815981999742,-0.0001709422213025391,31.380877405405045,1.8507002480328083,0.0,187.2316327393055,1.4125253073871136e-06,False,0.549668550491333,-0.00012872489169239997,2.3051382027566434,1.4246359765529633,0.0,53.78622244000435,8.810311555862427e-07,False,0.6462830305099487,-1.2485776096582413e-05,20.966552734375,2.994972139596939,0.0,178.93603229522705,6.984919309616089e-10,False,0.7144625186920166,,
72,-52.637419658871536,-3368.7948581677783,-2.950567759060635,-1.409375,-49.686851899810904,2.6250000000000004e-05,0.01,2.880905277999773,0.5998099049998018,3.4807185750000826,-0.00016399341984651983,29.731184035539627,1.8506996557116508,0.0,59.01910173892975,2.404092811048031e-06,False,0.7861210107803345,-0.0002656359225511551,2.922104026377201,1.376603326201439,0.0,55.558240541815756,7.828231900930404e-07,False,0.5213474035263062,-4.584901034832001e-05,66.0880126953125,2.9946917295455933,0.0,120.7349042892456,4.656612873077393e-10,False,0.682727575302124,,
73,-43.72462182175203,-2798.37579659213,-2.7555750139645494,-1.415625,-40.96904680778748,2.2499999999999984e-05,0.01,3.078333106000173,0.6385407660000055,3.7168768059996182,-0.00012917115236632526,63.64998787641525,1.850670212879777,0.0,143.01452523469925,3.833905793726444e-06,False,0.004803001880645752,-0.00016952240839600562,2.364479798078537,1.412417209148407,0.0,61.646510291099545,9.527429938316345e-07,False,0.596624493598938,-0.0001282910816371441,4.330620676279068,2.994817763566971,0.0,34.61424803733826,2.6542693376541138e-08,False,0.9016257524490356,,
74,-44.78701838429824,-2866.3691765950875,-2.6248905958808613,-1.40625,-42.16212778841738,1.875e-05,0.01,2.995221549999769,0.7442880510002396,3.739512442999967,-3.967341035604477e-05,35.991215735673904,1.8506812769919634,0.0,348.5130752325058,6.126356311142445e-08,False,0.5739065408706665,-6.16205856204033e-05,2.691928682848811,1.3845304548740387,0.0,75.72384723424912,2.56020575761795e-07,False,0.6199144124984741,-6.73164613544941e-05,40.30852222442627,2.994860589504242,0.0,48.81642246246338,4.7031790018081665e-08,False,0.6775594353675842,,
75,-36.03324267892735,-2306.1275314513505,-2.300170068150345,-1.409375,-33.73307261077701,1.5000000000000012e-05,0.01,2.556092086999797,0.5651786389998961,3.12127347500018,-4.770074156112969e-05,47.46476101875305,1.8506734147667885,0.0,217.624087870121,4.0425220504403114e-08,False,0.3507779836654663,-0.0001974209677428007,2.7412040382623672,1.4064267158508301,0.0,57.89594126343727,7.403083145618439e-07,False,0.5506950616836548,-3.3993273973464966e-06,13.286134600639343,2.995028018951416,0.0,207.35893893241882,9.313225746154785e-10,False,0.6883065700531006,,
76,-43.8901325142649,-2808.9684809129535,-2.6000725693691233,-1.409375,-41.290059944895766,1.1249999999999992e-05,0.01,3.7096742579997226,0.8563705889996527,4.566048146999947,-4.690451896749437e-05,54.29587239027023,1.8506751544773579,0.0,187.94507005810738,1.0666553862392902e-07,False,0.19407576322555542,-0.00026477291248738766,3.0556279882788657,1.3959878087043762,0.0,49.26580277681351,8.030328899621964e-07,False,0.5012561082839966,-5.298340693116188e-05,17.57099997997284,2.9948748648166656,0.0,46.63777685165405,9.313225746154785e-10,False,0.6409105062484741,,
77,-33.53099725979753,-2145.983824627042,-2.234837025795163,-1.4125,-31.296160234002368,7.500000000000006e-06,0.01,2.9051725579997765,0.6227630880002835,3.527938761999849,-3.0274270102381706e-05,50.29873305559158,1.8507298529148102,0.0,244.91090434789658,2.2817403078079224e-08,False,0.30751413106918335,-0.00012889127247035504,2.807365968823433,1.4186026453971863,0.0,56.579111623764035,4.293397068977356e-07,False,0.5570212602615356,-9.37189906835556e-06,8.495469629764557,2.995053768157959,0.0,219.47793865203857,0.0,False,0.7473819851875305,,
78,-31.438524040776745,-2012.0655386097117,-2.1386293242802665,-1.409375,-29.29989471649648,3.7499999999999865e-06,0.01,3.493016258999887,0.6152913040000385,4.108310404999884,-2.902917913161218e-05,27.30579262971878,1.8507400881499052,0.0,249.14173820614815,2.820161171257496e-08,False,0.6460875272750854,-5.469863535836339e-05,2.515377327054739,1.4168306708335876,0.0,51.19667997360229,3.4971162676811216e-08,False,0.652991533279419,-1.4249235391616821e-06,35.45065093040466,2.994968831539154,0.0,342.3259150981903,0.0,False,0.5936551094055176,,
79,-48.586040106785774,-3109.5065668342895,-2.9058846292144946,-1.40625,-45.68015547757128,0.0,0.01,3.1118959539999196,0.6078529800001888,3.719751499999802,-9.835406672209501e-06,30.2336545586586,1.8507380951195955,0.0,112.43774178624153,4.3655745685100555e-09,False,0.4906502962112427,-3.338251262903213e-05,2.497863579541445,1.3967891722917556,0.0,38.77923280894756,1.9045546650886535e-08,False,0.5817679166793823,-9.453855454921722e-06,39.67464208602905,2.9948097467422485,0.0,43.85616397857666,0.0,False,0.5452662706375122,"{'mean_vessel_reward': -3.5391903337846986, 'mean_port_reward': -1.4130434782608696, 'mean_coordinator_reward': -61.9125851204201, 'total_reward': -4613.672506340131, 'avg_speed': 8.0, 'avg_fuel_remaining': 25.9554457742744, 'total_fuel_used': 592.3564338058048, 'total_emissions_co2': 1844.5979348712767, 'avg_delay_hours': 8.5, 'on_time_rate': 0.0, 'avg_queue': 0.0, 'dock_utilization': 0.0, 'total_wait_hours': 23.0, 'total_vessels_served': 12, 'avg_wait_per_vessel': 1.9166666666666667, 'fuel_cost_usd': 355413.8602834829, 'delay_cost_usd': 340000.0, 'carbon_cost_usd': 166013.81413841492, 'total_ops_cost_usd': 861427.6744218977, 'price_per_vessel_usd': 107678.45930273722, 'cost_reliability': 0.8923215406972628}",320.07397864999984
